repo,average_avg_lines_added_to_files,average_code_churn_avg,average_code_churn_max,average_code_churn_total,average_contributor_experience,average_contributors,average_dmm_method_cyclomatic_complexity,average_dmm_method_lines_of_code,average_dmm_method_number_of_parameters,average_files_modified_per_commit,average_history_complexity,average_hunks,average_lines_added_per_commit,average_lines_added_to_files,average_lines_deleted_from_files,average_lines_deleted_per_commit,average_minor_contributors,change_set_avg,change_set_max,developer_count,developers,files_modified,lines_added,lines_deleted,repo_url,total_commits
conala-baseline,40.65,34.5,51.25,49.3,99.5025,1.05,0.4816326530612245,0.5428571428571428,0.9479591836734692,1.7916666666666667,4.4095,1.125,54.0,64.8,15.5,12.916666666666666,0.0,2,12,3,"['Graham Neubig', 'Edgar Chen', 'Bernhard Stadler']",43,1296,310,https://github.com/conala-corpus/conala-baseline,24
cynthia-eval,37.54807692307692,37.05769230769231,45.53846153846154,53.00961538461539,99.99679611650484,1.019417475728155,1.0,1.0,1.0,2.833333333333333,0.7160194174757275,1.0240384615384617,107.87037037037037,56.00961538461539,3.0,5.777777777777778,0.0194174757281553,3,37,2,"['Thodoris Sotiropoulos', 'StefanosChaliasos']",153,5825,312,https://github.com/theosotr/cynthia-eval,54
data_driven_infer,164.8048780487805,164.8048780487805,164.8048780487805,164.8048780487805,100.0,1.0,0.5691937424789411,0.3766546329723225,0.3838748495788207,41.0,1.242439024390244,1.0,6757.0,164.8048780487805,0.0,0.0,0.0,41,41,1,['Yoonseok Ko'],41,6757,0,https://github.com/facebookresearch/data_driven_infer,1
deepimportance_code_release,9.61006289308176,9.234276729559747,15.482704402515724,8.751572327044025,97.98475409836064,1.1967213114754098,0.7259415067228104,0.6874573968605978,0.6125410890460661,66.73684210526316,1.2477049180327864,0.1029874213836478,530.8421052631579,15.858490566037736,7.1069182389937104,237.8947368421053,0.0655737704918032,67,578,5,"['DeepImportance', 'hasanferit', 'deepimportance', 'gerasimou', 'Simos Gerasimou']",1268,10086,4520,https://github.com/deepimportance/deepimportance_code_release,19
dnnf,39.76923076923077,33.50769230769231,91.33846153846154,68.18461538461538,90.0153125,1.359375,0.7178804384420816,0.553307948059579,0.7858312033076018,2.581395348837209,1.2559375,2.1538461538461537,70.91472868217055,140.73846153846154,72.55384615384615,36.55813953488372,0.015625,3,36,4,"['David Shriver', 'dlshriver', 'snyk-bot', 'Meriel von Stein']",333,9148,4716,https://github.com/dlshriver/dnnf,129
fMRI-complexity-metrics-icse2021,12.296385542168675,12.09156626506024,13.667469879518071,13.865060240963857,95.64673076923076,1.1346153846153846,0.8698305929247633,0.7877428998505231,0.9088191330343796,17.848484848484848,1.4446153846153846,0.1457831325301204,181.3636363636364,14.421686746987952,0.5566265060240964,7.0,0.0,18,299,3,"['fmri-code-complexity', 'Norman Peitek', 'peitek']",589,5985,231,https://github.com/brains-on-code/fMRI-complexity-metrics-icse2021,33
funcom,156.36363636363637,156.27272727272728,179.54545454545453,180.27272727272728,99.796,1.1,0.6901405096451536,0.4293403191236008,0.5140509645153608,2.2857142857142856,8.745000000000001,0.9545454545454546,284.1428571428572,180.8181818181818,0.5454545454545454,0.8571428571428571,0.1,2,9,2,"['Collin McMillan', 'alex']",16,1989,6,https://github.com/mcmillco/funcom,7
gigahorse-toolchain,320.9548387096774,310.5967741935484,1051.9451612903226,3039.409677419355,89.25009999999999,1.89,0.8591961946209996,0.8597316632426781,0.8876364242532282,1.395976223136717,0.0664666666666667,16.225806451612904,451.83676268861456,3187.635483870968,148.2258064516129,21.01051668952904,0.4066666666666667,1,25,31,"['Lexi Brent', 'Anton Jurisevic', 'latiosu', 'Eric Liu', 'Hamish Ivison', 'Samuel Marks', 'Neville Grech', 'Yannis Smaragdakis', 'nevillegrech', 'George Fourtounis', 'Sifis Lagouvardos', 'cfish', 'Ilias Tsatiris', 'Panos Sakkos', 'Navyera', 'darkn0mad', 'Bernhard Scholz', 'Yeonsoo Kim', 'Sebastian N. Fernandez', '光闪', 'TValentine', 'Tony Valentine', 'Tony Rocco Valentine', 'Andrianna', 'andrianna', 'panda', 'GiokaMarkella', 'omahs', 'Duncan Ogilvie', 'ibollanos', 'Yannis Bollanos']",3053,988167,45950,https://github.com/nevillegrech/gigahorse-toolchain,2187
icse-seip-2020-replication-package,106.73684210526316,98.13157894736842,110.36842105263158,99.36842105263158,99.47233333333334,1.0666666666666669,0.5436308926780341,0.4082246740220662,0.8936810431293881,2.7,2.7916666666666656,0.8289473684210527,222.4,117.05263157894736,17.68421052631579,33.6,0.0,3,31,1,['Ivano Malavolta'],54,4448,672,https://github.com/S2-group/icse-seip-2020-replication-package,20
icse2020,215.8571428571429,214.5824175824176,223.7142857142857,223.96703296703296,100.0,1.0,0.315287090229882,0.2585660335088253,0.5927777155465943,5.619047619047619,1.191194029850748,0.9395604395604396,983.5714285714286,226.978021978022,3.010989010989011,13.047619047619047,0.0,6,77,3,"['Ke LI', 'JerryI00', 'Ke Li']",118,20655,274,https://github.com/COLA-Laboratory/icse2020,21
icse22ae-kani,17.375,16.178571428571427,30.714285714285715,42.92857142857143,99.66214285714284,1.0535714285714286,0.7620891650452938,0.699728027783008,0.9929078014184398,2.784313725490196,1.3389285714285717,1.3482142857142858,54.92156862745098,50.017857142857146,7.089285714285714,7.784313725490196,0.0178571428571428,3,41,3,"['Alexa VanHattum', 'Alexa Marie VanHattum', 'Adrian Sampson']",142,2801,397,https://github.com/avanhatt/icse22ae-kani,51
icse23-artifact-evaluation,47.67741935483871,41.903225806451616,80.48387096774194,83.09677419354838,99.12548387096776,1.2258064516129032,0.7836532507739938,0.7868730650154798,0.7945510835913312,1.621212121212121,2.4793548387096767,1.2741935483870968,56.56060606060606,120.41935483870968,37.32258064516129,17.53030303030303,0.1935483870967742,2,6,5,"['Guannan Wei', 'Songlin', 'wsllet', 'Tantalus13A98B5F', 'RuiqiGao']",107,3733,1157,https://github.com/Generative-Program-Analysis/icse23-artifact-evaluation,66
knod,589.9,589.8048387096774,589.9935483870968,590.0338709677419,99.94548551959114,1.0017035775127767,0.5518884700192048,0.4267017568817128,0.7551034924247813,57.45454545454545,0.0369335604770017,0.9532258064516128,33267.36363636364,590.2274193548387,0.1935483870967742,10.909090909090908,0.0,57,618,3,"['lin-tan', 'jiang719', 'Nan Jiang']",632,365941,120,https://github.com/lin-tan/knod,11
libro,362.5706229172007,362.51832863368367,363.3937451935401,363.4165598564471,99.9524331963001,1.0028263103802673,0.7451451935914553,0.6327257454383621,0.589488948227266,76.86538461538461,0.0067651593011305,1.004486029223276,27284.57692307692,363.7011022814663,0.2845424250192258,21.346153846153847,0.001027749229188,77,3871,4,"['Juyeon Yoon', 'Sungmin Kang', '3-24', 'nargizas']",3997,1418798,1110,https://github.com/coinse/libro,52
m_testing_adversatial_sample,714.4025974025974,706.2077922077922,769.1818181818181,1452.6753246753246,96.68666666666668,1.2941176470588236,0.6605743858591969,0.6543528291820441,0.6759197437293082,3.9012345679012346,0.5466666666666667,1.2597402597402598,1463.641975308642,1539.6753246753246,87.0,82.70370370370371,0.1372549019607843,4,32,5,"['dgl-prc', 'Wang Jingyi', 'Guoliang', 'Jingyi Wang', '张培歆']",316,118555,6699,https://github.com/dgl-prc/m_testing_adversatial_sample,81
open-cevo,137.98,135.0,143.64,143.56,99.9844,1.04,0.3678520255308062,0.3678520255308062,0.6438713038947506,15.3,1.5046000000000004,1.0,1437.5,287.5,143.94,719.7,0.04,15,49,3,"['Tianyin Xu', 'zhangbuzhang', 'Yuanliang Zhang']",153,14375,7197,https://github.com/xlab-uiuc/open-cevo,10
oss-donations,3472.510268562401,3472.382306477093,3476.962085308057,3476.8799368088467,99.92988745980708,1.0016077170418007,0.3466135458167331,0.2382470119521912,0.6884462151394423,108.16666666666669,0.0581832797427653,1.0110584518167456,366842.1666666667,3477.176935229068,0.296998420221169,31.33333333333333,0.0,108,626,3,"['Cassandra Overney', 'coverney', 'Bogdan Vasilescu']",649,2201053,188,https://github.com/CMUSTRUDEL/oss-donations,6
oss-social-capital-icse2019,122418.9375,122409.84375,122445.40625,122451.34375,93.78571428571428,1.5,0.1734159060039323,0.1312329226862713,0.8182356423919478,1.411764705882353,0.8103571428571428,1.5625,76842.5294117647,122467.78125,16.4375,10.31372549019608,0.1428571428571428,1,18,5,"['Sophie Qiu', 'Bogdan Vasilescu', 'Alexander Nolte', 'sophieball', 'Huilian Sophie Qiu']",72,3918969,526,https://github.com/CMUSTRUDEL/oss-social-capital-icse2019,51
pdepa,67.75757575757575,60.18181818181818,131.78787878787878,140.9090909090909,90.04999999999998,1.4545454545454546,0.8746474485110849,0.8625433537051185,0.9069014120799836,3.0,2.5236363636363643,2.196969696969697,147.95238095238096,188.3030303030303,47.39393939393939,37.23809523809524,0.0909090909090909,3,9,3,"['Michael Lienhardt', 'gzoumix', 'Jacopo']",126,6214,1564,https://github.com/gzoumix/pdepa,42
provero,106.02857142857142,105.6,117.11428571428571,120.6,100.0,1.0,0.7165738161559889,0.1931290622098421,0.7670999690498297,3.615384615384616,2.585588235294118,1.0571428571428572,328.38461538461536,121.97142857142858,1.3714285714285714,3.692307692307693,0.0,4,34,1,['Teodora Baluta'],47,4269,48,https://github.com/teobaluta/provero,13
qsmell,24.843434343434343,23.954545454545453,43.792929292929294,7.606060606060606,99.96558375634518,1.2588832487309645,0.6070160122468505,0.6435762538448844,0.6827310927806275,10.320754716981131,0.3092385786802028,0.9696969696969696,178.41509433962264,47.75757575757576,40.15151515151515,150.0,0.2538071065989847,10,97,4,"['jose', 'chenqihong', 'André Souto', 'José Campos']",547,9456,7950,https://github.com/jose/qsmell,53
restler-fuzzer,167.29303278688525,110.5061475409836,320.8893442622951,452.7172131147541,95.07539278131638,1.5774946921443738,0.7197822520796588,0.6217532817374349,0.8142479140389789,5.399491094147582,0.09140127388535024,31.204918032786885,1009.0916030534352,812.6495901639345,359.93237704918033,446.9389312977099,0.32696390658174096,5,273,43,"['microsoft-github-operations[bot]', 'Marina Polishchuk', 'Patrice Godefroid', 'AZRichard', 'marina-p', 'rifiles', 'Andrew Harper', 'Marc', 'Richard Files', 'Stas', 'Miguel Rivera', 'josh!', 'Tobias', 'Christoph Gerneth', 'landenblackmsft', 'Vaggelis Atlidakis', 'Kevin Swiber', 'Joshua', 'Shourya Jaiswal', 'Victor Li', 'andugga', 'rhtenhove', 'Kevin Nause', 'richardfiles-msft', 'Alessio Santoru', 'ThomasTNO', 'seabakmsft', 'Mrinank Bhowmick', 'Ruoxuan Wang', 'Jason Culligan', 'Mike Kistler', 'ajpasupu', 'mcoms', 'Axel Koolhaas', 'anandnooli79', 'William Baker', 'Luca', 'c3b5aw', 'Alessandro', 'Nicolas Oliver', 'Leon', 'Tim Thacker', 'Eddy Ashton']",2122,396573,175647,https://github.com/microsoft/restler-fuzzer,393
sadl,19.53125,19.453125,30.625,31.015625,100.0,1.0,0.6426116838487973,0.1168384879725085,0.3058419243986254,7.875,1.7433333333333334,0.46875,126.0625,31.515625,0.5,2.0,0.0,8,51,2,"['jinhankim', 'Jinhan Kim']",126,2017,32,https://github.com/coinse/sadl,16
semLidarFuzz,21.267676767676768,20.38888888888889,64.15151515151516,66.76767676767676,91.21779999999998,1.76,0.6843376294831941,0.6407034331971622,0.7293192322454262,7.76056338028169,0.8734999999999999,0.4469696969696969,203.2676056338028,72.88888888888889,6.121212121212121,17.070422535211268,0.41,8,88,2,"['Garrett Christian', 'Trey Woodlief']",551,14432,1212,https://github.com/less-lab-uva/semLidarFuzz,71
shipwright,26.402462206934008,26.3993844482665,27.403276907757764,27.41531637548656,99.98152220630374,1.0279369627507164,0.6154623209096399,0.6084374755879363,0.8231910627282567,345.45454545454544,0.0138395415472778,4.250248936362813,9181.666666666666,27.427808454784103,0.0124920792975468,4.181818181818182,0.0272206303724928,345,5449,5,"['Denini Gabriel', 'denini08', 'jjhenkel', 'Jordan Henkel', 'Leopoldo Teixeira']",11400,302995,138,https://github.com/STAR-RG/shipwright,33
sibyl,757.2991041852695,752.9964282628107,758.172105884725,734.6691246363453,99.9669934640523,1.0026143790849673,0.6976585224486985,0.7133731365947165,0.8112221684042272,228.822102425876,0.0548562091503272,0.0473399199239565,71766.04043126684,766.9211337385143,32.25200910216897,3018.0404312668466,0.0006535947712418,229,32044,2,"['will-leeson', 'Will Leeson']",84893,26625201,1119693,https://github.com/will-leeson/sibyl,371
smartbugs,142.1387582314205,131.74882408278458,194.04468485418627,5.296331138287864,97.69006422924905,1.1674901185770752,0.7942450563668751,0.6758187140695308,0.8493399784599638,19.416988416988417,0.0205039525691698,6.135230479774224,1783.2895752895754,217.2492944496708,211.9529633113829,1739.8146718146718,0.0760869565217391,19,1976,25,"['Joao F. Ferreira', 'Pedro Cruz', 'Rui Maranhao', 'Thomas Durieux', 'pedrocrvz', 'nveloso', 'It Hurts When IP', 'ItHurtsWhenIP', 'Nuno', 'dependabot[bot]', 'João F. Ferreira', 'VeggieDiet', 'tdurieux', 'Hamza Ahmed', 'Gernot Salzer', 'JDinis', 'gsalzer', 'yagol2020', 'Philipp Slowak', 'Noah Jelich', 'Raphina', 'RR', 'Stamp9', 'Rafael Mohr', 'Mojtaba Eshghie']",5029,461872,450612,https://github.com/smartbugs/smartbugs,259
symtuner,86.0,80.27272727272727,112.9090909090909,91.27272727272728,76.13625000000002,1.8125,0.6682917316692668,0.6549141965678628,0.4802763539112993,1.7123287671232876,2.1425,1.0757575757575757,89.3972602739726,197.7575757575757,106.48484848484848,48.136986301369866,0.15625,2,12,4,"['Henry Lee', 'sooyoungcha', 'symtuner', 'audxo14']",125,6526,3514,https://github.com/skkusal/symtuner,73
tango,167.51408450704224,164.20422535211267,209.0704225352113,209.9154929577465,94.74512396694216,1.2727272727272727,0.7233672665554303,0.6081251718065332,0.6829508726049677,4.935483870967742,0.6088429752066117,2.2007042253521125,563.4032258064516,245.99295774647888,36.07746478873239,82.62903225806451,0.0661157024793388,5,125,3,"['two-to-tango', 'Nathan Cooper', 'ncoop57']",306,34931,5123,https://github.com/ncoop57/tango,62
toga,456.9876543209877,424.38271604938274,501.2469135802469,148.80246913580248,94.0678378378378,1.337837837837838,0.2993896693934296,0.28519115893331,0.461983219398289,5.296296296296297,0.7589189189189194,2.555555555555556,1580.962962962963,526.9876543209876,378.1851851851852,1134.5555555555557,0.1081081081081081,5,68,6,"['microsoft-github-operations[bot]', 'Microsoft Open Source', 'Todd Mytkowicz', 'Elizabeth Dinella', 'Gabe Ryan', 'Gabriel Ryan']",143,42686,30633,https://github.com/microsoft/toga,27
type4py,85.65573770491804,79.34426229508196,131.9016393442623,140.1639344262295,99.42389830508476,1.0677966101694916,0.8479467462023109,0.7471202332150317,0.8078544044213485,1.6296296296296295,1.262372881355932,1.7459016393442623,55.48148148148148,196.45901639344265,56.29508196721312,15.898148148148149,0.0169491525423728,2,10,5,"['Amir M. Mir', 'Amir Mir', 'mir-am', 'Georgios Gousios', 'Philipp Fruck']",352,11984,3434,https://github.com/saltudelft/type4py,216
